email_text,intent,urgency,order_id,product,clean_email_text,char_length,word_count
"Cables causing packet loss on network, medium urgency",technical_support,medium,,cables,cables causing packet loss on network medium urgency,52,8
"Please email invoice for order 55500 for FY 2025, urgent for audit.",invoice_request,high,55500.0,,please email invoice for order 55500 for fy 2025 urgent for audit,65,12
"Subj: Case 0755 - Laptop webcam not recognized in Teams, drivers? need fix asap.",technical_support,high,,laptop,laptop webcam not recognized in teams drivers need fix asap,59,10
Pricing and availability for SKU GH-77? need qty 7,pricing_and_availability,low,,,pricing and availability for sku gh 77 need qty 7,49,10
"Invoice for order 60606 needed for fiscal year 2024, urgent for audit",invoice_request,high,60606.0,,invoice for order 60606 needed for fiscal year 2024 urgent for audit,68,12
Subj: Case 0959 - Cancel order 68078 and also check if we can get invoice for already shipped cables.,multiple_intents,,68078.0,,cancel order 68078 and also check if we can get invoice for already shipped cables,82,15
Need to update address on order 6602207 to 45 King St.,order_modification_request,medium,6602207.0,,need to update address on order 6602207 to 45 king st,53,11
"Need price for 100 ethernet cables, and any lead time? Kinda time sensitive.",pricing,medium,,cables,need price for 100 ethernet cables and any lead time kinda time sensitive,73,13
"Subj: Case 0840 - Your contact form throws an error 500, cant submit, annoying.",out_of_scope,,,,your contact form throws an error 500 cant submit annoying,58,10
I need to modify order 22334 — remove the software license and add a monitor instead.,order_modification_request,medium,22334.0,,i need to modify order 22334 remove the software license and add a monitor instead,82,15
"I need invoice for order 90012 covering last month, low priority",invoice_request,low,90012.0,,i need invoice for order 90012 covering last month low priority,63,11
Need to return monitor order 44590 — scratches on screen,return_request,,44590.0,monitor,need to return monitor order 44590 scratches on screen,54,9
We need to dispute a charge for order 88777 amount 75.00,credit_and_collections,,88777.0,,we need to dispute a charge for order 88777 amount 75 00,56,12
"Subj: Case 0658 - Return router order 66020, reason: firmware update bricked it.",return_request,,66020.0,router,return router order 66020 reason firmware update bricked it,59,9
"Price check: 2 laptops, need quote today.",pricing,high,,laptop,price check 2 laptops need quote today,38,7
Subj: Case 0927 - Please send invoice for order 68057 and confirm delivery ETA (its late).,multiple_intents,,68057.0,,please send invoice for order 68057 and confirm delivery eta its late,69,12
"Laptop fans are loud and overheating, urgent fix pls",technical_support,high,,laptop,laptop fans are loud and overheating urgent fix pls,51,9
"Subj: Case 0544 - Can you connect sales for New York? we are ~500 ppl, need a quote soon.",sales_reps,medium,,,can you connect sales for new york we are 500 ppl need a quote soon,67,15
"We are a new vendor hoping to register: GreenCircuits, reseller, region: LATAM.",vendor_registration,,,,we are a new vendor hoping to register greencircuits reseller region latam,74,12
Pricing & availability for SKU RT-100 qty 14 — deadline imminent for phase 1.,pricing_and_availability,high,,,pricing availability for sku rt 100 qty 14 deadline imminent for phase 1,72,13
"Hi, order 296104 for monitor was canceled but my card still shows a pending charge. Need refund pls.",refund_request,,296104.0,,hi order 296104 for monitor was canceled but my card still shows a pending charge need refund pls,97,18
"Need to change delivery method for order 44500 from ground to express, order 44500.",order_modification_request,high,44500.0,,need to change delivery method for order 44500 from ground to express order 44500,81,14
"Subj: Case 0149 - The network cables fail a cert test, cant use them in our build.",complaints,,,cables,the network cables fail a cert test cant use them in our build,62,13
"Subj: Case 0132 - Server rack paint is peeling right away, looks used, not acceptable.",complaints,,,server rack,server rack paint is peeling right away looks used not acceptable,65,11
Can you quote pricing for 20 routers AND tell me if SKU R-200X is in stock? We need to decide today.,multiple_intents,,,,can you quote pricing for 20 routers and tell me if sku r 200x is in stock we need to decide today,98,22
Requesting a return label for cables from order 540118. We ended up not needing them after project got canceled.,return_request,,540118.0,cables,requesting a return label for cables from order 540118 we ended up not needing them after project got canceled,110,19
"Subj: Case 0573 - Who handles sales for Quebec? company size 310, urgent for renewal.",sales_reps,high,,,who handles sales for quebec company size 310 urgent for renewal,64,11
"Subj: Case 0642 - Return request: order 66004 monitor, reason screen flickers out of box.",return_request,,66004.0,monitor,return request order 66004 monitor reason screen flickers out of box,68,11
Subj: Case 0739 - Please refund order 67048 amount 450.50 reason: late fee applied but paid on time.,refund_request,,67048.0,,please refund order 67048 amount 450 50 reason late fee applied but paid on time,80,15
"Subj: Case 0707 - Please refund order 67016 for 77.77, reason: monitor stand missing & returned.",refund_request,,67016.0,,please refund order 67016 for 77 77 reason monitor stand missing returned,73,12
Subj: Case 0914 - Need refund for order 68048 amount 95.00 and also please cancel any remaining shipment.,multiple_intents,,68048.0,,need refund for order 68048 amount 95 00 and also please cancel any remaining shipment,86,15
Pls update order 961773 quantity for monitors from 10 down to 8. We overestimated.,order_modification_request,low,961773.0,,pls update order 961773 quantity for monitors from 10 down to 8 we overestimated,80,14
"Please send invoice for order 32300 for Q4 2025, we need for quarterly close.",invoice_request,high,32300.0,,please send invoice for order 32300 for q4 2025 we need for quarterly close,75,14
"Order 25252 delivered but screen protector missing, hinges loose. Not good.",delivery_issue,medium,25252.0,tablet,order 25252 delivered but screen protector missing hinges loose not good,72,11
I'd like to return the software license from order 7922018—wrong edition purchased.,return_request,,7922018.0,software license,i d like to return the software license from order 7922018 wrong edition purchased,82,14
Order 44567 missing and we'd like to cancel plus get refund,multiple_intents,,44567.0,,order 44567 missing and we d like to cancel plus get refund,59,12
"Subj: Case 0133 - Keyboard arrived and spacebar rattles like crazy, feels broken.",complaints,,,keyboard,keyboard arrived and spacebar rattles like crazy feels broken,61,9
"I'd like to return the keyboard from order 471905, keys are too loud for our office.",return_request,,471905.0,keyboard,i d like to return the keyboard from order 471905 keys are too loud for our office,82,17
"Delivery went to the wrong suite again—left with someone in 2A, we’re 2C. Order 778041 (router). pls fix",delivery_issue,high,778041.0,router,delivery went to the wrong suite again left with someone in 2a we re 2c order 778041 router pls fix,99,20
"Subj: Case 0783 - Router port forwarding not working, need it for a camera system asap.",technical_support,high,,router,router port forwarding not working need it for a camera system asap,67,12
"Subj: Case 0607 - Need vendor account: ByteBridge Distribution, business type distributor, region Netherlands.",vendor_registration,,,,need vendor account bytebridge distribution business type distributor region netherlands,88,10
"Subj: Case 0552 - Sales contact for Spain, mid-size 180 employees, not urgent.",sales_reps,low,,,sales contact for spain mid size 180 employees not urgent,57,10
"Out of scope: I need gardening tips, not related to your products",out_of_scope,,,,out of scope i need gardening tips not related to your products,63,12
KB-9 keyboards available for 100 units? pls advise,availability,,,keyboard,kb 9 keyboards available for 100 units pls advise,49,9
"Subj: Case 0437 - Price + availability for RT-AC78 router sku, qty 2, asap pls.",pricing_and_availability,high,,,price availability for rt ac78 router sku qty 2 asap pls,56,11
"We disputed invoice for order 88001 — amount 2400 charged incorrectly, pls advise.",credit_and_collections,,88001.0,,we disputed invoice for order 88001 amount 2400 charged incorrectly pls advise,78,12
"Who do we talk to for California state contracts? we’re a large public agency, need response today",sales_reps,high,,,who do we talk to for california state contracts we re a large public agency need response today,96,18
Subj: Case 0885 - Need refund order 68026 amount 35.00 AND can you confirm return was recieved?,multiple_intents,,68026.0,,need refund order 68026 amount 35 00 and can you confirm return was recieved,76,14
Refund request: order 90901 amount 14.00 for returned adapter,refund_request,,90901.0,,refund request order 90901 amount 14 00 for returned adapter,60,10
Multiple issues: 12876 — got wrong item (tablet) and also want refund. Pls advise.,multiple_intents,,12876.0,,multiple issues 12876 got wrong item tablet and also want refund pls advise,75,13
"Checking on order 44500 (printer). it's been 3 days, any update?",order_status,,44500.0,printer,checking on order 44500 printer it s been 3 days any update,59,12
Can you help install our third-party software? not about your products,out_of_scope,,,,can you help install our third party software not about your products,69,12
